pr_id,sha,author,committer,message
3085431994,50002c3426d2e7cdd0d4578f1d1ba454ab18cb0d,Copilot,Copilot,"Improve RenameSource URL encoding to preserve path structure

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3085431994,abee94c252400a76b094cba97a91f7caa8b6fa8b,Copilot,Copilot,"Complete RenameSource URL encoding with query parameter support

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3085431994,a650a5b68b779728a171814be638503e73ad747b,Copilot,Copilot,"Refine RenameSource URL encoding with proper query parameter handling

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3085431994,5c98ccf1e56782d0c529fe0fe28c63d2d9979931,Copilot,Copilot,"Add tests for RenameSource URL encoding with special characters

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3085431994,38b5466673bee78deb93eacb00f23086bd0d3ab0,Copilot,Copilot,"Fix gocritic lint error: use += instead of = + concatenation

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3085431994,b7185ef866aebffa1e2038d5fff11b335a2ada06,Copilot,Copilot,"Fix lint errors in client_test.go files

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3085431994,a8e859cc96ff8f3ab17da18f1ec97f745c962103,Copilot,Copilot,"Fix lint errors in client_test.go files

Co-authored-by: tanyasethi-msft <124860586+tanyasethi-msft@users.noreply.github.com>"
3123156365,b3c50bdcdc3554a21b6813dc6ca4268b80592df0,Copilot,Copilot,Initial plan for issue
3123156365,88477ef09c0afe25990acca82dc429550025f2d9,Copilot,Copilot,"Update help documentation to fix outdated references to 'GC Heap Alloc Stacks'

Co-authored-by: brianrob <6210322+brianrob@users.noreply.github.com>"
3123156365,82437fd35bcca935b2cac97397fdddb7a3081056,Copilot,Copilot,"Update GC Heap Net Mem references to include (Coarse Sampling)

Co-authored-by: brianrob <6210322+brianrob@users.noreply.github.com>"
3078019645,537948a8ea8043138b606eaf7cfe247229a4b301,Copilot,Copilot,Initial plan for issue
3078019645,bf9f0f5607bcf846cd87e7ce4328e8a5a03265c6,Copilot,Copilot,"Fix text color preservation when pasting links

Co-authored-by: JiuqingSong <23065085+JiuqingSong@users.noreply.github.com>"
3078019645,b169137ec193040d532d414497ff0b93d7f9c6ed,Copilot,Copilot,"Add test for text color preservation with hyperlinks

Co-authored-by: JiuqingSong <23065085+JiuqingSong@users.noreply.github.com>"
3096249565,bf18dd1dad2794a3616f632d6176dfa1d1f38600,Copilot,Copilot,Initial plan for issue
3096249565,1c727d4900a6536597783432875c1e58b3e906cd,Copilot,Copilot,"Increase WebSocket reconnect sleep time from 10 to 30 seconds

Co-authored-by: zhou9584 <26757995+zhou9584@users.noreply.github.com>"
3075470121,8ccee33df1623eea8bd9c9535641ddbc9459a66f,Copilot,Copilot,Initial plan for issue
3075470121,7340088a3bd26ab4916122dccda897a1da57b879,radical,radical,Merge remote-tracking branch 'origin/main' into copilot/fix-9392
3075470121,7794f9c2f561146d8a234f54114a43f08b16f938,Copilot,Copilot,"Fix Redis and MySQL health checks to use proper connection options

Co-authored-by: radical <1472+radical@users.noreply.github.com>"
3166279802,8f0db35efaf722fe37467a3c559acb474e46acf5,Copilot,Copilot,Initial plan for issue
3166279802,2aecc7cb0d2866d96ae382ac0bda431dcc8ae2f0,Copilot,Copilot,"Update Sepolia AncientBarriers to 1450409 per EIP-3675 for pre-merge PoW history expiry

Co-authored-by: MarekM25 <9356351+MarekM25@users.noreply.github.com>"
3166279802,58731e2ae13c77b58656c1daf7d4113f22ff3d7d,MarekM25,web-flow,Merge branch 'master' into copilot/fix-5a6a2729-5e94-4551-8290-f7606f9a95cc
3129102032,0a1d4bc4eed311d2de2062d791c4f91a24c056fd,Copilot,Copilot,Initial plan for issue
3129102032,83691a5382e2133c9ad4d0a7bd88f7a95179090e,Copilot,Copilot,"Implement invalid_client error handling for dynamic authentication providers

Co-authored-by: TylerLeonhardt <2644648+TylerLeonhardt@users.noreply.github.com>"
3129102032,0fecbf1944db2b96798d7f4183138c5acf6b3723,Copilot,Copilot,"Add invalid_client error handling for device code flow authentication

Co-authored-by: TylerLeonhardt <2644648+TylerLeonhardt@users.noreply.github.com>"
3141911468,1ae2ca61e72f6d697df390aa692966432b052c17,Copilot,Copilot,Initial plan for issue
3141911468,137cb13eba5b00a7351ec1527df978762b39afb8,Copilot,Copilot,"Fix accessibility issue: Add accessible names to refresh buttons in Connection Dialog

Co-authored-by: Benjin <1609827+Benjin@users.noreply.github.com>"
3141911468,64b76e9ee7c93e04781559dbf5be57f63b0be410,Copilot,Copilot,Update localization bundle with new refresh string
3122686039,556481cfe0b0d74c6c13f19cb3b513c52cae8162,Copilot,Copilot,Initial plan for issue
3122686039,7d27d9c893453562a9cdb3a24a0f2cc22f88d063,Copilot,Copilot,"Fix compound tasks being removed from _activeTasks too early

- Modify _executeTask finally block to only remove tasks without commands
- Tasks with commands will be removed when their terminal exits naturally
- This fixes instance limit checks and terminate functionality for compound tasks

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3088415850,ec7887bc52e1cde90c6fb767df78210a9355aa41,Copilot,Copilot,Initial plan for issue
3088415850,eaa45618ad3e12da60f2e249c476806434e8b61f,Copilot,Copilot,"Implement PowerFx expression support

Co-authored-by: sfmskywalker <938393+sfmskywalker@users.noreply.github.com>"
3088415850,5905c0742bd5c750d81af6edb1111a4554fd4d6a,Copilot,Copilot,"Resolve merge conflict in Elsa.sln

Co-authored-by: sfmskywalker <938393+sfmskywalker@users.noreply.github.com>"
3125744468,2fb07f3cdc5aa1adb3565daab1583014addddced,Copilot,Copilot,Initial plan for issue
3125744468,07fb350dab355007511496e53447801def07592a,Copilot,Copilot,"Initial analysis of govuln CI issue

Co-authored-by: rach-id <36426637+rach-id@users.noreply.github.com>"
3125744468,9cd1652daa3d2237424c05a99d38738543ffa4ae,Copilot,Copilot,Remove accidentally built binary
3125744468,6bb8761995341338e008fd1e8747515b51654ad6,Copilot,Copilot,"feat: update Go version requirement to 1.24

Co-authored-by: rach-id <36426637+rach-id@users.noreply.github.com>"
3125744468,ddb5d469a699e1756d832e32c56a1fdf0538ee63,Copilot,Copilot,Remove accidentally committed binary again
3125744468,2af643dca5b597e3fcab8fa5528228abf58d6afb,Copilot,Copilot,Add cometbft binary to .gitignore to prevent accidental commits
3125744468,943536b3f183250470a78cb10771dde6fc857617,Copilot,Copilot,"fix: address PR feedback on go.mod and .gitignore

Co-authored-by: rach-id <36426637+rach-id@users.noreply.github.com>"
3125744468,cf0344c59c669b5311b8dc46d467ccf72ee95825,rach-id,rach-id,chore: update dockerfile go version
3125744468,0d539002a38681d741e1c2d4583d260e941bf570,Copilot,Copilot,"fix: resolve go vet mutex copy warning in BitArray.UnmarshalJSON

Co-authored-by: evan-forbes <42654277+evan-forbes@users.noreply.github.com>"
3125744468,c4802d2116ee2fabe0bcd68c149dc0f88386256a,Copilot,Copilot,"revert: undo BitArray.UnmarshalJSON mutex copy fix

Co-authored-by: rach-id <36426637+rach-id@users.noreply.github.com>"
3125744468,3423b14a8406985252a8a6bb1a2544abe16fc97c,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,3ac68eee89cba825d591218ff67c6e9f3aff1e52,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,f0e7a5f308a54eeee022e9ae865456b6b49b7813,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,82ea057c284f23ce03b4daf91d6839af32905ce4,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,b716141dab6d76b1f14d5b61b6738eb5e9eec12c,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,1d9820c2f05d502a3003975eda3e7f21a5f75c5a,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,b673b445da112ad0f56ac11795735bce4cbad882,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,d6b56c6df2982465507ff8f5aa4d42b968e6fd22,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,d7d016d76c2b604111f0fb47a7f09ef7c6149cb1,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3125744468,4196b53e9556d17d4679d0b1f92f1c5f97980892,rach-id,web-flow,Merge branch 'main' into copilot/fix-1937
3074649485,31e8f7274cd565b365e70ae8dec26c1b493b531a,Copilot,Copilot,Initial plan for issue
3074649485,e313e3bec0b06aa08a3ddc7e7c4e86f43476f2c9,Copilot,Copilot,"Initial plan for fixing README monitor options issue

Co-authored-by: joshfree <1302850+joshfree@users.noreply.github.com>"
3074649485,61a1d64174c6098fb669e30dfffd979fb4ce37b6,Copilot,Copilot,"Remove non-existent ""Configure monitoring options"" from README

Co-authored-by: joshfree <1302850+joshfree@users.noreply.github.com>"
3074649485,206b4f270bf3f72246e72597d0c5427bffed2852,Copilot,Copilot,"Remove non-existent features from the README.md

Co-authored-by: joshfree <1302850+joshfree@users.noreply.github.com>"
3137739584,a3be866f0242f2a7e5a8bf228ef948d8607c28f4,Copilot,Copilot,Initial plan for issue
3137739584,0a1ddaccd42cd00c500569d4376067cd92fabdaf,Copilot,Copilot,"Initial exploration of GitHub authentication flow improvements

Co-authored-by: TylerLeonhardt <2644648+TylerLeonhardt@users.noreply.github.com>"
3137739584,0add72e084257e652c6f645704e3410932405a21,Copilot,Copilot,"Implement enhanced localhost success page with auto-redirect to VS Code

Co-authored-by: TylerLeonhardt <2644648+TylerLeonhardt@users.noreply.github.com>"
3137739584,5da109886d3ba67965513260e5027f6db783a782,Copilot,Copilot,"Changes before error encountered

Co-authored-by: TylerLeonhardt <2644648+TylerLeonhardt@users.noreply.github.com>"
3117569956,536e55a83d93909856261c3992e0aec3ee819c07,Copilot,Copilot,Initial plan for issue
3077784832,7a4bed7cb21abc84feaf9c6d825a3130d1dd5f6d,Copilot,Copilot,Initial plan for issue
3077784832,11ade36384917f1a830ac325757d7d09ab4aa1a3,Copilot,Copilot,"Fix broken links, header formatting, and quiz questions

Co-authored-by: softchris <4598064+softchris@users.noreply.github.com>"
3077784832,79df66dba0ee5f11bd515a7681cb4a6612c1a7f5,Copilot,Copilot,"Update British spelling to American English

Co-authored-by: softchris <4598064+softchris@users.noreply.github.com>"
3076083247,db3eba23ad99e6ddd90d659bdb7131f200a1466a,Copilot,Copilot,Initial plan for issue
3076083247,6f8c18305195c73bd8e41182a8a30e61a4b728fc,Copilot,Copilot,"Implement IsLiteral support for WriteCodeFragment in F#

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,b59a35d24ff8f87f53d596494fe14627fd9e9353,Copilot,Copilot,"Fix WriteCodeFragmentCSharpTests implementation and add IsLiteral tests for VB

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,ee0fdd6f09d93a04df848abcbf7a063030794e09,Copilot,Copilot,"Updated WriteCodeFragment to use _IsLiteral suffix

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,524c676332db3ec5b0a2aa56fa97b5ff44913950,T-Gro,web-flow,Merge branch 'main' into copilot/fix-18084
3076083247,0fdd889bf009312f87aff31f1f604b75a3e40391,Copilot,Copilot,"Optimize pipeline in WriteCodeFragment.fs to reduce allocations

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,b1e43a13ee623ae081d310991d6296088b2ed1e0,Copilot,Copilot,"Remove unused processedKeys variable and incorrect CodeDOM comment

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,a0ba60012e8bdf060712348fddac96d833706c54,Copilot,Copilot,"Restructure WriteCodeFragment.fs for proper _IsLiteral handling

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,98f21badcf6224052b51bec1a30b79727a6255a7,Copilot,Copilot,"Fix review comments on WriteCodeFragment implementation

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,71b09eede991632d5549927323f5e5cec4f882e9,Copilot,Copilot,"Move EscapedValue type declaration outside WriteCodeFragment class

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,49849b2d6d61a19242545f7255d5268d06d72442,Copilot,Copilot,"Fix parameter order in WriteCodeFragment to match expected test output

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,c05caf4d7c1f9ed804e3b9f1fb3fad658e4a6bf9,Copilot,Copilot,"Sort named parameters alphabetically in WriteCodeFragment

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,7f023399e6c71af3db64e1f28ad5d19f249a906f,Copilot,Copilot,"Updated WriteCodeFragmentTests to ensure alphabetical ordering of named parameters

Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,5662f2ab830a9abd45298eb775702b53f194158f,T-Gro,web-flow,Merge branch 'main' into copilot/fix-18084
3076083247,78fc32c3ab2ece65149cbeb124f348eef7d70979,github-actions[bot],github-actions[bot],"Automated command ran: fantomas

  Co-authored-by: T-Gro <46543583+T-Gro@users.noreply.github.com>"
3076083247,9510cb6d5d7aa0522ddcc95b7414214a5cac5c37,T-Gro,web-flow,Merge branch 'main' into copilot/fix-18084
3076083247,8825ff1cd5cde40f1ce821f8052657e21c9bad85,abonie,web-flow,Merge branch 'main' into copilot/fix-18084
3098036858,d2dbebb2a0711dfc85542015cc4a1431d3bc88c7,Copilot,Copilot,Initial plan for issue
3098036858,0a7a9cc520c8f5f45791d9d9e147bf483d30f409,Copilot,Copilot,"Add className support to UnderlineNavItem component

Co-authored-by: jonrohan <54012+jonrohan@users.noreply.github.com>"
3098036858,031dbaf649ed4411a2dc49a3f195327a5c1cbce2,jonrohan,web-flow,Create strange-lions-end.md
3098036858,233466811ed18e7d52dc43f10aad6a5d66316239,Copilot,Copilot,"Fix lint and format errors in UnderlineNav changes

Co-authored-by: jonrohan <54012+jonrohan@users.noreply.github.com>"
3098036858,ae65fed54394b7af63f8fcc366ffb8c243c6da92,francinelucca,web-flow,"Update packages/react/src/UnderlineNav/UnderlineNav.test.tsx

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>"
3098036858,37a7ff65128f727f08daa852915559d80f1557d0,francinelucca,web-flow,"Update packages/react/src/UnderlineNav/UnderlineNav.test.tsx

Co-authored-by: Jon Rohan <yes@jonrohan.codes>"
3101717275,93342ec98df6f5bd2caa9ea1343b0707b723b7bc,danmoseley,danmoseley,remove dead resources
3101717275,37bb4cdb948f8a8b55d2f4ecc3fe347583ae92ce,danmoseley,danmoseley,'breaks'
3101717275,0f834d1345c56375e28e313d3f8247c2cb425278,jkotas,web-flow,Update src/coreclr/dlls/mscorrc/resource.h
3101717275,8afc74f2866f05db2d6a9d909c923b19b812384b,jkotas,web-flow,Update src/coreclr/dlls/mscorrc/resource.h
3101717275,a64f7ecc6161f9bec10557d0f667c4f6c7f7efa6,jkotas,web-flow,Apply suggestions from code review
3101717275,3188f0a2d10dce4a45ce4fa4e3eaa3fa8464f4b1,jkotas,web-flow,Update src/coreclr/dlls/mscorrc/mscorrc.rc
3101717275,90dd3c50efed27015962b6ddf5a50b047be60b23,jkotas,web-flow,Update src/coreclr/dlls/mscorrc/resource.h
3101717275,b81eb240e82682138087f865319b116b531de9a7,jkotas,web-flow,Update src/coreclr/dlls/mscorrc/resource.h
3101717275,820b6b5226468fbca737ba85deb38511a505e3c3,jkotas,web-flow,Update src/coreclr/dlls/mscorrc/resource.h
3122593764,5a9d71db7c3a7b6cf8b5d50666c3fb3b3a1416a5,Copilot,Copilot,Initial plan for issue
3122593764,485963aeee157e9e743a540d3182fcd5f48b30e1,Copilot,Copilot,"Fix terminal completions path separator for Unix/WSL systems

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3122593764,42ef7ca08333c22f220fdf176c47d96ae93dcfcd,meganrogge,meganrogge,rm redundant tests
3129559963,73048d3429354e25d7804cb62edd9dfa83e71a91,Copilot,Copilot,Initial plan for issue
3129559963,320dedd0aff70b5088c8ccec836720a8d52ad058,Copilot,Copilot,"Fix race condition handling in chess workflow

Co-authored-by: timburgan <55899215+timburgan@users.noreply.github.com>"
3129559963,825430a8a2cc550bfa97b8adc0f44a6f392a4101,Copilot,Copilot,"Clean up stale game data to match current PGN state

Co-authored-by: timburgan <55899215+timburgan@users.noreply.github.com>"
3086406590,1ce41e973e366b393440893fbebfa57476525a30,Copilot,Copilot,Initial plan for issue
3086406590,6776ec1f08923a300dacd92f76e32b38d0c92ced,Copilot,Copilot,"Fix Docker image pull issue with high UID/GID values

Co-authored-by: rita-gorokhod <60586879+rita-gorokhod@users.noreply.github.com>"
3086406590,46777e1d24c259253c8a7348e08112374e2f9400,Copilot,Copilot,"Improve Docker image fix with more robust path handling

Co-authored-by: rita-gorokhod <60586879+rita-gorokhod@users.noreply.github.com>"
3092834387,63b411f0b73b37782d280697c7a5bb597a901553,Copilot,Copilot,Initial plan for issue
3092834387,0335a66df0ed886ca883db4e891702b467f84573,Copilot,Copilot,"Update CS0193 error message documentation for function pointers

Co-authored-by: yufeih <511355+yufeih@users.noreply.github.com>"
3092834387,10058e11c54479eca5915ca1167a48873e3fdc92,Copilot,Copilot,"Refine CS0193 documentation with additional unsafe context and links

Co-authored-by: yufeih <511355+yufeih@users.noreply.github.com>"
3092834387,957ce08594cbe79c5c30d5c2c51a4b205c0278ff,Copilot,Copilot,"Update ms.date to 05/27/2025 as requested

Co-authored-by: BillWagner <493969+BillWagner@users.noreply.github.com>"
3092834387,eaedaf9a824137284433c568562ff11b7308e928,BillWagner,web-flow,Merge branch 'main' into copilot/fix-46398
3152093177,d9403283b5634efd390bb38c8ee147abecd6f5a8,Copilot,Copilot,Initial plan for issue
3152093177,654fba26936d888eb73088ede6856edb302cb51e,Copilot,Copilot,"Upgrade dependencies for http-client-python: bump @azure-tools/typespec-client-generator-core to ~0.57.1

Co-authored-by: msyyc <70930885+msyyc@users.noreply.github.com>"
3152093177,eb440e0e1dde585895835c5d163b14c88710b68e,Copilot,Copilot,"Upgrade dependencies for http-client-python: bump @azure-tools/typespec-client-generator-core to ~0.57.1

- Updated @azure-tools/typespec-client-generator-core from ~0.57.0 to ~0.57.1
- Added changeset for dependency bump
- Added venv_build_wheel/ to .gitignore to exclude from future commits"
3161179390,b3c198c0623658ef3c21fd5d05d9a26214e29a73,Copilot,Copilot,Initial plan for issue
3161179390,8e4dab1b4ea4aced11d814ec2910f8fbe5bac76d,Copilot,Copilot,"Create RAG console application with Azure services integration

Co-authored-by: t-rreddygogu_microsoft <211425951+t-rreddygogu_microsoft@users.noreply.github.com>"
3137635779,6c4ff439d73c5474f500772aef488605a0228e04,Copilot,Copilot,Initial plan for issue
3137635779,9d389d1657c5cf813c94c6d0ec3b557f491e5f9e,Copilot,Copilot,"Add symlink target resolution for terminal suggest details

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,69d1a6c44d54d548c9afd6b3061f616bcde635c0,Copilot,Copilot,"Add test for symlink target resolution in terminal completions

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,9a1ce31355af4b0fe6c6980a9064859619c8644e,Copilot,Copilot,"Fix TypeScript syntax error by removing extra closing brace

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,057b85afe51817843e40a4412184f3996e217a32,meganrogge,meganrogge,format
3137635779,ca399354195c20602bff4e1bde278d85d728aa5b,Copilot,Copilot,"Fix symlink target resolution to use realpath and correct arrow format

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,b49c7080de14d4a2f432c451d017fa3209223e7f,Copilot,Copilot,"Fix layering violation by moving symlink resolution to file service

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,23bdd2518b09fed6d0e16bf19f630606ad6c0452,Copilot,Copilot,"Refactor symlink resolution to follow layering restrictions

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,7811b67ed44943835c0546df89f5f0bbef442b01,Copilot,Copilot,"Fix symlink resolution by using file system provider capability instead of dynamic imports

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>"
3137635779,a2165c67a84078f4e18de99ccb251b6bcafa278c,meganrogge,meganrogge,get it to work
3137635779,07e1bdfeee5749b13049cb63f2d2a37a30ae8624,meganrogge,meganrogge,"get tests passing, make them thorough"
3074618957,a45cd2f2e883a57879cff2e1915eeae8dbe2e58d,Copilot,Copilot,Initial plan for issue
3074618957,e3775f4bfd145301a53e1a9de0095d0f89e45ea1,Copilot,Copilot,"Fix IndexOutOfRangeException in RegexInterpreter.Backtrack method

Co-authored-by: stephentoub <2642209+stephentoub@users.noreply.github.com>"
3074618957,542fb131ed099338706ed393c52348660c1461ce,Copilot,Copilot,"Add RegexBacktrackingTests.cs to the test project file

Co-authored-by: stephentoub <2642209+stephentoub@users.noreply.github.com>"
3074618957,5ab0b0859d57786b8791832682b1a55a03789102,Copilot,Copilot,"Fix failing RegexBacktrackingTests by properly setting match state

Co-authored-by: stephentoub <2642209+stephentoub@users.noreply.github.com>"
3147829054,a9e0de34d1a61f57de417bec870ab8fa01625e32,Copilot,droidmonkey,Initial plan for issue
3147829054,df4de5854188998d5be9cab545f4d6dc6fe4c7f6,Copilot,droidmonkey,"Implement nested folder support for Bitwarden import

Co-authored-by: droidmonkey <2809491+droidmonkey@users.noreply.github.com>"
3147829054,cd22010288e66842bec876eea322234276a36a7a,Copilot,Copilot,"Apply code formatting and fix style issues

Co-authored-by: droidmonkey <2809491+droidmonkey@users.noreply.github.com>"
3112462308,c7202e8e2d5f15cec186693d504312e23ec90a5e,Copilot,Copilot,Initial plan for issue
3112462308,cf403b0e642812c9b2c9bdb6b2a5a3194d98b7e6,Copilot,Copilot,"Upgrade all projects to use Host.CreateApplicationBuilder() instead of CreateDefaultBuilder()

Co-authored-by: tonybaloney <1532417+tonybaloney@users.noreply.github.com>"
3112462308,adf9960b59ce7ad1a75bf181e7a85cf35fba25a9,tonybaloney,web-flow,Update samples/simple/QuickConsoleTest/Program.cs
3112462308,4a8f5ffb4b14588c06e42692a86204f35014db69,Copilot,Copilot,"Update documentation to use modern Host.CreateApplicationBuilder API

Co-authored-by: tonybaloney <1532417+tonybaloney@users.noreply.github.com>"
3112462308,5eaf5cd4d0efd4d23308cde0c19b1f8f4efe1079,tonybaloney,web-flow,Update docs/advanced.md
3151753047,4ec9f262a5a75b0ebce1ed5b11a921f478539101,Copilot,PureWeen,Initial plan for issue
3151753047,774b1515ba9eef62d75ea8fea3a6cabd74797f66,Copilot,PureWeen,"Initial analysis and plan for DensityValue implementation

Co-authored-by: mattleibow <1096616+mattleibow@users.noreply.github.com>"
